REGIONID,CONSTELLATIONID,SOLARSYSTEMID,SOLARSYSTEMNAME,X,Y,Z,XMIN,XMAX,YMIN,YMAX,ZMIN,ZMAX,LUMINOSITY,BORDER,FRINGE,CORRIDOR,HUB,INTERNATIONAL,REGIONAL,CONSTELLATION,SECURITY,FACTIONID,RADIUS,SUNTYPEID,SECURITYCLASS
10000001,20000003,30000021,Kuharah,-74379810853747800,32538969531086900,-100531188490154000,-74384595923122000,-74377722856504900,32538644411469600,32539111294772300,100529648275429000,100540345633738000,2.566,0,0,1,0,0,0,0,0.1897052831,,5348679154648,9,B3
10000001,20000003,30000022,Jayneleb,-60839427954196600,33031790950289300,-105458726104477000,-60846589878312900,-60834801964736000,33031148123022600,33032207063566300,105454773421070000,105462448629452000,0.1426,0,0,1,0,0,0,0,0.113839957,,5893956788464,7,B3
10000001,20000004,30000023,Fovihi,-81553344112251200,50451257411607400,-51154633880983700,-81554719363490900,-81553223632203500,50451104540208800,50451270856471100,51150013792930500,51155952361428800,1.08,1,0,0,1,0,0,1,0.8693943492,,2969284249148,9,B
10000001,20000004,30000024,Kiereend,-77479080911142800,51134179715466900,-47885233482498200,-77479736282401500,-77478874101251700,51134147110880500,51134283002162800,47884604839563200,47887530200825100,0.01944,0,0,0,1,0,0,0,0.8408345483,,1462680630932,7,B
10000001,20000004,30000025,Rashy,-74181058770878300,50998790158899700,-44291930310919900,-74183273721831300,-74180375768494400,50998574081360200,50998856788276000,44287302661417600,44293392527686800,0.1276,0,0,0,1,0,0,0,0.8032659941,,3044933134604,7,B
10000001,20000004,30000026,Ordize,-66874602332344000,47305539439210600,-41604451379855100,-66879408587107900,-66872843811045000,47305174233624700,47305673060244000,41600708274942500,41610186873257900,0.2079,0,0,0,1,0,0,0,0.6955641731,,4739299157720,3798,B1
10000001,20000004,30000027,Psasa,-72183885785340300,42984409865412600,-45081203993618400,-72187475500435300,-72183514569166200,42984382407078800,42984412715680300,45079304931331000,45081426788826700,0.4201,0,0,0,1,0,0,0,0.7499132888,,1980465634544,8,B1
10000001,20000004,30000028,Eshtah,-71223584228662000,50752785941188900,-46482687207261000,-71227043048865900,-71217009936567500,50751495459745600,50753463796187000,46482340943580400,46484246018352600,0.1457,1,0,0,1,0,0,1,0.7684326314,,5016556149184,7,B
10000001,20000004,30000029,Lachailes,-61418700963258200,39508226756646300,-36346375132950900,-61420475251585300,-61418700663658200,39508226457046300,39508280978408800,36346248678604000,36347841445812000,0.1283,0,0,1,0,0,0,0,0.5730512268,,887293963556,6,B1
10000001,20000004,30000030,Kasrasi,-59932279484658000,43233411197129300,-41564724505396600,-59932402213803400,-59930489393074800,43233081024525000,43233433834058700,41562713143121600,41565360117674700,0.1629,1,0,0,1,0,0,1,0.573075677,,1323487276548,6,B1
10000001,20000005,30000031,Mohas,-80931368391397700,26612451671200700,-26174170930793500,-80931837139551800,-80930214051728400,26612382705341400,26612620923956400,26173234348555400,26175801654655900,0.01956,0,0,1,0,0,0,0,0.6817834382,,1283653050240,7,B1
10000001,20000005,30000032,Hasiari,-87895710227609500,39062466382135400,-26800575462533400,-87897713531994500,-87894126356762500,39062449183065000,39062488136458200,26800451180037600,26802251912518900,0.07863,1,0,0,1,0,0,1,0.7981876171,,1793587616000,3797,B
10000001,20000005,30000033,Radima,-86669709447701900,30253891492190200,-23109218639605200,-86671225467868400,-86663806353775600,30253169597607600,30254078146926400,23108674216347200,23111736228151000,0.4925,0,0,1,0,0,0,0,0.7539199524,,3709557046400,3797,B
10000001,20000005,30000034,Alkez,-80605644803163800,36589580336539300,-22409023277357100,-80609163797927100,-80605329728513500,36589537572663500,36590057945538300,22406313559613700,22409251534718800,0.06291,0,1,0,0,0,0,0,0.7821229099,,1917034706800,7,B
10000001,20000005,30000035,Nimambal,-78972929108395100,22021695733766400,-30437697744700300,-78974131949151000,-78969435655036000,22021057088713300,22021915627483600,30436115280282000,30438466710869400,0.1721,1,0,0,1,0,0,1,0.5940505703,,2348147057528,6,B1
10000001,20000005,30000036,Yishinoon,-69082798590932000,15194641371952600,-28780877400953400,-69089533613137600,-69081769766190900,15194614362048100,15194818187551900,28780199606184800,28785266289061300,2.257,0,0,1,0,0,0,0,0.424718182,,3881923473336,3801,B2
10000001,20000005,30000037,Uplingur,-66223420001743000,16326050663711200,-25730407026952500,-66229063366368600,-66223131966336200,16324942400831900,16326107229697100,25722512497311900,25730463503132500,1.063,1,0,1,0,1,1,1,0.4220693149,,3975502910314,6,B2
10000001,20000006,30000038,Dooz,-62127277592377600,48759951230412000,-77061875158752100,-62127754165912900,-62126039906992200,48759932220076800,48760000600426100,77060552995571400,77062218978977900,0.03159,1,0,0,1,0,0,1,0.4237288552,,857129460388,3798,B2
10000001,20000006,30000039,Bayuka,-59779356765873900,39123118951290300,-73224273778575500,-59784139792647200,-59777551677311700,39122986693461800,39123471026820700,73221280684357600,73226184481535100,1.563,0,0,0,1,0,0,0,0.4007220365,,3294057667732,10,B2
10000001,20000006,30000040,Uzistoon,-57893084293713400,45833021879997800,-74838023569004400,-57894315490518500,-57890108516821100,45832982796284600,45833115721323400,74836721212821900,74838092429432500,0.02003,0,0,0,1,0,0,0,0.3906456008,,2103486848724,7,B2
10000001,20000006,30000041,Bairshir,-59500536638628800,30602000215019500,-70450499247601500,-59500612499943200,-59499329578206900,30601911106546600,30602005874279800,70450459239084300,70454679996837100,0.03449,0,0,1,0,0,0,0,0.364087747,,2110378876364,3800,B2
10000001,20000006,30000042,Moh,-62674059167873800,33768290206315200,-64245757325714800,-62678450637471300,-62668557630768600,33767695127164500,33769033036678200,64240003985703000,64245758136914800,4.216,0,1,0,0,0,0,0,0.4728350039,,4946503351372,3796,B1
10000001,20000006,30000043,Sari,-62779423667720400,52039434306573600,-81846145892347600,-62780160458622000,-62777608923875500,52039433737863600,52039434615873600,81842909351784600,81847762155740500,0.08784,1,0,0,1,0,0,1,0.3793431217,,2426401977928,3798,B2
10000001,20000007,30000044,Faspera,-87275787061837700,24422502349262500,-107306739389601000,-87276213213681000,-87274527237505300,24422435839313000,24422698965453600,107306166498738000,107307560883618000,0.1176,0,0,1,0,0,0,0,0.1282584758,,842988087840,3796,B3
10000001,20000007,30000045,Jaymass,-82887953753333100,32277060913727700,-99630396320491900,-82890093949345500,-82883158221344100,32276666626817900,32277944147527500,99628146543367000,99630659621489700,0.4019,0,0,0,1,0,0,0,0.2163113398,,3467864000712,6,B3
10000001,20000007,30000046,Mifrata,-78639929616778000,42640460112816600,-94549571824356300,-78644227851576800,-78639364855674400,42640384997943400,42641031786860200,94548178695059100,94552348217108300,0.07162,1,0,0,1,0,0,1,0.3038029901,,2431497951200,8,B2
10000001,20000007,30000047,Majamar,-73381467136228100,33974076985768500,-84124835282852200,-73388043663751900,-73381323230417100,33974051103063600,33975259827072100,84115836722190500,84128499487845700,2.674,0,0,1,0,0,0,0,0.3691862577,,6331382827616,9,B2
10000001,20000007,30000048,Ihal,-84811359818445400,47168756430761600,-84060080477225700,-84819779763485300,-84810632237896100,47168631641478400,47168767219903100,84054345329102400,84063703807274800,1.209,1,0,0,1,0,0,1,0.4927012447,,4679239086184,3797,B1
10000001,20000007,30000049,Camal,-89393067632056200,40323443484050300,-103505841227187000,-89394413093218000,-89391207234701500,40323295041231100,40323648749327100,103505479236014000,103506820401805000,0.03307,0,1,0,0,0,0,0,0.2129768849,,1602929258280,3798,B3
10000001,20000007,30000050,Fera,-74299224152638900,39382745820237100,-78999332766387200,-74299523844776000,-74298784638624900,39382734925162700,39382761801316900,78999332684187200,79000214558299100,0.01737,0,1,0,0,0,0,0,0.4772463535,,440937055952,3799,B1
10000001,20000008,30000051,Juddi,-81696029803755200,43312474926582800,-71958178282436300,-81698836414232500,-81695412326939500,43312165282671800,43312543050961400,71956331143522200,71963659408042600,0.3352,1,0,0,1,0,0,1,0.6491366386,,3664132260188,6,B1
10000001,20000008,30000052,Maspah,-84298169522780300,40933231824812000,-57665504477869500,-84301020330997600,-84296383475859900,40932923005174600,40933423310672100,57663249585874000,57666307703166100,0.2775,1,0,0,1,0,0,1,0.7999009765,,2318427568856,3799,B
10000001,20000008,30000053,Ibaria,-85000827583159300,43133101361465100,-66861168763407400,-85001595956303900,-85000827504659300,43132987092657600,43133101439965100,66860917786338300,66861300027079200,0.01782,0,0,1,0,0,0,0,0.7309787225,,384225822320,3799,B1
10000001,20000008,30000054,Shala,-85039605426929600,33253850385570600,-57833924355980600,-85041571783052500,-85037023415453900,33253473619414600,33254137315552800,57830802156125800,57837745662833100,0.1749,0,0,1,0,0,0,0,0.7155637584,,3471753353664,3797,B1
10000001,20000008,30000055,Zemalu,-78353005942623300,37708303599870300,-58441885318365000,-78353238145774700,-78352033821819400,37708270149091800,37708443639362700,58440247619762300,58442797566572600,0.04283,0,0,1,0,0,0,0,0.7251585253,,1274973405164,3802,B1
10000001,20000008,30000056,Khankenirdia,-76447984592627100,42323396070787300,-71495345478719400,-76450527162085700,-76443964777350900,42323135662220800,42323807779278800,71492305371194100,71498717217879800,0.05294,0,1,0,0,0,0,0,0.6135958354,,3281192367384,7,B1
10000001,20000009,30000057,Nikh,-85714432605002100,66485180580943200,-61024775895002300,-85717070764877200,-85708939278167700,66484350424289900,66485580711435300,61019515896602900,61028713131410200,0.1239,1,0,0,1,0,0,1,0.7741984605,,4598617403668,7,B
10000001,20000009,30000058,Amphar,-81506260408812100,71942058569451900,-60077264184929200,-81506574801111800,-81504055169650200,71942039992215900,71942189774607300,60075146847528000,60077865972822700,0.01216,1,0,0,1,0,0,1,0.702186995,,1359562647344,3800,B1
10000001,20000009,30000059,Salashayama,-78462144495839700,75721744939315600,-53501874200793500,-78462513798788600,-78461788922227600,75721676997453100,75721815505618900,53499264600324400,53503218477832600,0.01616,0,0,1,0,0,0,0,0.6655862314,,1976938754072,3800,B1
10000001,20000009,30000060,Janus,-67019723134447700,75145506477540300,-56751705435097900,-67020806444739000,-67015725982405600,75145141127820700,75145605243000100,56751047625921600,56752912957364400,0.07187,0,0,0,1,0,0,0,0.5455705453,,2540231166708,8,B1
10000001,20000009,30000061,Agha,-85529128805122800,68585914092815000,-64690720392612700,-85529179163155700,-85526292604255200,68585765978457000,68585916737503400,64690122574439800,64691969806773800,0.01005,0,1,0,0,0,0,0,0.7187826208,,1443279450256,3800,B1
10000001,20000009,30000062,Iosantin,-60426349382586600,75280217078275300,-59383802160235900,-60426434609711200,-60424583799533500,75280212978117900,75280302013938500,59383740232553800,59385736656927300,0.01804,0,0,0,1,0,0,0,0.4503433501,,998212186708,3800,B1
10000001,20000009,30000063,Orva,-58831333756248500,65071791530294200,-58535541425382300,-58837113158115100,-58830206256882500,65071519567848000,65071844742488500,58535331754139500,58537822179314100,0.5037,0,0,0,1,0,0,0,0.5099495888,,3453450616288,3797,B1
10000001,20000009,30000064,Zet,-61899112908873600,63390250691681100,-57778987238062200,-61901289718657800,-61897185418720300,63389901266880900,63390648038800400,57777836193887200,57785121393701400,0.144,1,0,0,1,0,0,1,0.5696976612,,3642599907084,7,B1
10000001,20000009,30000065,Akhrad,-55467810092119800,75041947502068100,-65667847016388000,-55468243422207300,-55462055555503500,75041723516595000,75041964377703400,65665232625321200,65669439446057400,0.3348,1,0,0,1,0,0,1,0.3584765248,,3093933351904,6,B2
10000001,20000009,30000066,Pirohdim,-66053705321788100,60016694152712500,-60830334913800000,-66058146159092100,-66050526460405300,60016268634498700,60017285084022500,60821555616788100,60835324498204800,0.6256,0,0,1,0,0,0,0,0.62869609,,6884440708384,3802,B1
10000001,20000009,30000067,Sharir,-60941548092406900,77995677851633700,-65672158117746600,-60941811070028300,-60939530306288700,77995661223504500,77995805925191400,65666796126326000,65673446138619800,0.5506,0,0,1,0,0,0,0,0.396848687,,3325006146924,3797,B2
10000001,20000009,30000068,Usroh,-83511864320234100,78631957879831900,-63739762008452700,-83514564213295200,-83511709728314200,78631871690628100,78631962816650600,63739393593247100,63740849172333900,0.02819,0,0,1,0,0,0,0,0.5974575081,,1427242490504,8,B1
10000001,20000009,30000069,Thiarer,-60038254601218400,56960319635112800,-61574404562871800,-60038544702883700,-60035683441380800,56960262958223000,56960821917952500,61573138075303200,61575215935533900,0.09048,0,0,0,1,0,0,0,0.5420327808,,1430630751424,3798,B1
10000001,20000010,30000070,Gomati,-102466093278155000,61739122987126700,-92805341321059900,-102466997652635000,-102463095995085000,61739017136700600,61739154925911100,92804809802176800,92806464554255900,0.02424,1,0,0,1,0,0,1,0.3874213238,,1950828774872,7,B2
10000001,20000010,30000071,Jangar,-103711104103329000,71636002389670500,-81696206367769200,-103712212483082000,-103709545781841000,71635753963322000,71636179085631000,81696120703662500,81697887220957300,0.1145,0,1,0,0,0,0,0,0.5273286254,,1333350620600,3799,B1
10000001,20000010,30000072,Nakah,-115776531141552000,81776967342702300,-98226669274008700,-115777068819748000,-115775777870922000,81776881347379200,81777028727878900,98226252395296400,98226992974939800,0.01538,1,0,0,1,1,1,1,0.3638643384,,645474412840,3799,B2
10000001,20000010,30000073,Irshah,-95323443986144400,60897202373633300,-89454401512341100,-95328810084356600,-95321785394405300,60896928689934600,60898087836883600,89450267821138400,89456251865351300,0.15,1,0,0,1,0,0,1,0.429506645,,3512344975656,7,B2
10000001,20000010,30000074,Hasateem,-109124883950156000,68647473524096800,-91822983992110600,-109128258957788000,-109124080116432000,68647463532210800,68647515508100700,91820936827815100,91823816080581700,0.0101,0,0,0,1,0,0,0,0.426496412,,2089420678352,3800,B2
10000001,20000010,30000075,Assah,-115655018402866000,74112145986631700,-103188394071440000,-115656681042200000,-115652666421537000,74111887391617600,74112327438753700,103183531561316000,103188893916710000,0.3229,1,0,0,1,0,1,1,0.2978021987,,2681177697144,6,B2
10000001,20000011,30000076,Tidacha,-96666131425390900,65065656728686000,-56208771481079200,-96666548115730100,-96662132175917400,65065442897209800,65065679289751600,56208150368083200,56210554611892400,0.1989,1,0,0,1,0,0,1,0.8200990448,,2207969906304,3798,B
10000001,20000011,30000077,Odlib,-100580464528326000,61711747519974400,-55983784947667700,-100581029908479000,-100578598711729000,61711563051008200,61711803418018500,55980149383841600,55985210254675600,0.2979,0,0,0,1,0,0,0,0.8245166009,,2530435416980,3799,B
10000001,20000011,30000078,Jofan,-107343994369715000,60153248576634900,-55559557102143300,-107347690498255000,-107343608068300000,60153243763592900,60153294582452800,55553592651025700,55560560729688000,0.4978,0,0,1,0,0,0,0,0.7795482038,,3484039331156,3797,B
10000001,20000011,30000079,Milu,-96066093767465800,68304706530540300,-60042819513443600,-96068089590003900,-96065426214635800,68304685640349700,68304768978757200,60041278162926500,60045296263308600,0.01022,0,1,0,0,0,0,0,0.7696253176,,2009050191076,3800,B
10000001,20000011,30000080,Yadi,-107977718946196000,61286366636039900,-60141607008473500,-107978277359013000,-107972629880948000,61286305258891700,61286925978563700,60141154132607600,60144468362237100,0.214,0,0,0,1,0,0,0,0.7502684757,,2823739032304,3798,B
10000001,20000011,30000081,Buftiar,-112289887271664000,65924024970737400,-57819372548905600,-112294657881129000,-112289445532104000,65923210401056400,65924100682792400,57819364971024000,57825419582159100,0.3825,0,1,0,0,0,0,0,0.7087412966,,3027305567524,7,B1
10000001,20000012,30000082,Jarizza,-99552082879405000,48386295721765900,-65266532013842400,-99553253805770800,-99546309584132800,48386242166173200,48386560247828400,65264456976500500,65269682071507600,0.3238,0,0,0,1,0,0,0,0.7654309803,,3472110818984,6,B
10000001,20000012,30000083,Ejahi,-106306688887847000,59731533376764900,-65513066698408900,-106308117314637000,-106306529121288000,59731362307084400,59731552525790700,65512609626597100,65513336182202500,0.01668,0,0,1,0,0,0,0,0.7289102352,,794096674264,3802,B1
10000001,20000012,30000084,Asghatil,-95555831489462900,43353413865686400,-61405745587947700,-95557462264742900,-95555473064924900,43353331087546200,43353432218139000,61405340824995900,61406535880195600,0.04094,1,0,0,1,0,0,1,0.794778168,,994599909008,3802,B
10000001,20000012,30000085,Bar,-98443107172810700,54154223688939600,-74272136309516700,-98446799808331200,-98441858044869800,54153778487085700,54154374323658500,74271014181810500,74277655340908300,0.2758,1,0,0,1,0,0,1,0.6658381295,,3320579548912,3802,B1
10000001,20000012,30000086,Sucha,-106276091837530000,52625499381688000,-72085421990848500,-106277956580215000,-106272538208504000,52625324591000500,52625832881391800,72084312566225300,72090595395285600,0.2355,0,0,1,0,0,0,0,0.6582647871,,3141414530152,3802,B1
10000001,20000012,30000087,Gelhan,-101293245585079000,62616846009737900,-69804856608659100,-101295613758697000,-101291504338226000,62616583469941400,62617203074694600,69803294278342600,69809515910126100,0.5756,0,0,1,0,0,0,0,0.7016764276,,3110815891780,3799,B1
10000001,20000012,30000088,Akeva,-94709472495039200,62114404413655000,-73801409628830400,-94713595261069800,-94709399046734900,62114402549716400,62114511845043200,73798875807100400,73801783065994700,0.03116,0,1,0,0,0,0,0,0.6648348486,,2098107167440,3800,B1
10000001,20000013,30000089,Sosa,-83486917314354800,71188199613808600,-94156974663561800,-83491485875644700,-83486402753578000,71188149240784200,71188646842040800,94154735513377900,94157956696181000,0.4497,0,0,0,1,0,0,0,0.3011790274,,2541561033336,3797,B2
10000001,20000013,30000090,Ilahed,-81795663334184200,75261229626648900,-90706702954643100,-81796931876414800,-81792147328723300,75260974129528400,75261320921791700,90706636968733800,90710403094238000,0.04924,1,0,0,1,0,0,1,0.3159434659,,2392273845744,7,B2
10000001,20000013,30000091,Eshwil,-88681978645793300,82300286639161000,-97642794568668000,-88682275388014700,-88672615031724400,82300282743804400,82300406490942300,97638438602346300,97644074296616900,1.11,0,1,0,0,0,0,0,0.2189684715,,4830178145160,8,B3
10000001,20000013,30000092,Aranir,-84224358460811000,66954736263958700,-100539545847313000,-84229079358449800,-84224357938611000,66954439825573300,66954736786158700,100539151477507000,100540672057806000,1.706,0,0,1,0,0,0,0,0.242788607,,2360709919400,3796,B3
10000001,20000013,30000093,Ishkad,-84112961361626200,77363606181604900,-86139083467917500,-84113776874788800,-84111730819249400,77363559342359500,77363637220158100,86138210210833600,86140951177325800,0.04505,0,1,0,0,0,0,0,0.3660355384,,1370483246112,3802,B2
10000001,20000013,30000094,Hahyil,-88958161349679600,68462213202648900,-104268722287202000,-88958357094035200,-88951999077931200,68462189613255200,68462955626346100,104266623136533000,104271703255503000,0.2222,0,1,0,0,0,0,0,0.2081148417,,3179008052008,3798,B3
10000001,20000014,30000095,Asilem,-59828504059703300,66629552609130800,-85659028328457800,-59828614895564700,-59825608853892100,66629542423766000,66629818474964300,85656803347524500,85661130502974700,0.01259,0,0,1,0,0,0,0,0.2849976955,,2163577725104,3800,B2
10000001,20000014,30000096,Mahnagh,-60873887339427200,59027758123983700,-96570831066938000,-60877382607877100,-60871819787177100,59027630869997500,59027833271072700,96570198226844900,96572294514218300,0.4387,0,1,0,0,0,0,0,0.205003378,,2781410349996,3803,B3
10000001,20000014,30000097,Shach,-60517246678774800,60891618017717400,-83890696854372800,-60518731966976500,-60516399291830300,60891500019552400,60891824843086100,83889031203008800,83893201639752300,0.02324,0,0,0,1,0,0,0,0.3260430802,,2085218371768,7,B2
10000001,20000014,30000098,Kehrara,-73665197946545400,71700983084175800,-85410625009387700,-73665684699674800,-73665033930987600,71700959864301200,71701052279969200,85410028442692000,85412662775948400,0.0944,1,0,0,1,0,0,1,0.3648440243,,1317166628232,3802,B2
10000001,20000014,30000099,Arena,-68548626619899300,70634573843748200,-76325081413372100,-68552056939203300,-68542554721496600,70634299373494300,70635059668626000,76322318891021500,76329545740262800,0.02355,0,0,0,1,0,0,0,0.4423298817,,4751108853364,3800,B2
10000001,20000014,30000100,Timeor,-56617016616469500,55052089301391000,-82173112784626400,-56621775279947400,-56613800555309200,55051437202753700,55052530007903600,82172071733754700,82175982156721900,0.3639,1,0,1,0,0,0,1,0.3141310687,,3987362319056,6,B2
10000001,20000014,30000101,Uhtafal,-73016369800946600,71832412683630300,-73973081225141700,-73024923366758000,-73016259155042000,71831362041021700,71832426275340500,73971396173515700,73974672317417000,0.3807,0,0,0,1,0,0,0,0.4996122855,,4332105858008,7,B1
10000001,20000014,30000102,Dysa,-61365930431327900,71685882544268100,-89973109429664400,-61366364049839700,-61363597484252600,71685869752501700,71685951375691500,89971316790875800,89973234054515800,0.02439,0,0,0,1,0,0,0,0.2361953092,,1383282793528,7,B3
10000001,20000014,30000103,Serad,-69237792256978900,68408660502674000,-70906262138822100,-69244869980087900,-69235616578818300,68408591075083300,68408886353007000,70902246394290500,70908569817657900,1.16,0,0,1,0,0,0,0,0.5258363731,,4626700634780,3797,B1
10000001,20000014,30000104,Mahti,-59358932400900600,75993899779582600,-87114289959390300,-59361563766250300,-59358558573422500,75993897225632800,75993917611566000,87109746409836200,87119912510836700,1.452,0,1,0,0,0,0,0,0.2282817864,,5083050500272,10,B3
10000001,20000014,30000105,Abha,-77433814344717100,83078598142142300,-72003290355774000,-77435959441659100,-77433386128231800,83078241764391600,83078669285243800,72002585278976500,72004733679884200,0.06385,1,0,1,0,0,0,1,0.4341013131,,1286656713648,6,B2
10000001,20000015,30000106,Shedoo,-89433559616933600,46900373173162300,-83758112088624900,-89436794105984600,-89430746720782400,46900060409555800,46900645748610800,83754539139462000,83759251647839200,0.1028,1,0,0,1,0,0,1,0.5061177385,,3023692601128,3802,B1
10000001,20000015,30000107,Gamis,-102362648910611000,40596126609599000,-82548921662377800,-102363912158206000,-102361544349896000,40596102495014800,40596154501947200,82548090082874500,82550606034927500,0.1769,1,0,0,1,0,0,1,0.4739061737,,1257976026488,3803,B1
10000001,20000015,30000108,Nieril,-101098098348746000,32921861844933800,-87753326166026000,-101101546548588000,-101096785590985000,32921706156739100,32921921117829000,87750619849575600,87755580679583600,0.07206,0,0,1,0,0,0,0,0.3534402077,,2480415003968,8,B2
10000001,20000015,30000109,Berta,-85372244434263300,33497559002336600,-78714012881177900,-85374748115229500,-85372139171825500,33497549466254900,33497782904869600,78713905888652900,78714665610269300,0.06483,1,0,0,1,0,0,1,0.4895572339,,1304471702000,8,B1
10000001,20000015,30000110,Bekirdod,-106671896575290000,46086783476644500,-88535511544047000,-106672228836849000,-106671114934037000,46086717168879400,46086940316169000,88532950135556200,88535932658167900,0.1059,0,0,1,0,0,0,0,0.4053491153,,1491261305872,3802,B2
10000001,20000015,30000111,Hothomouh,-101697231116601000,31692620381826100,-81341099605773700,-101699884638056000,-101696429944832000,31692510755385200,31692990950879000,81338941483179000,81344541271095900,0.01379,0,0,0,1,0,0,0,0.4229810281,,2799893958424,3800,B2
